,query_idx,query_original,fused_ranking
10,84961,causes for numb hands,"{'239291': 87.44302500550192, '369811': 83.49346075251356, '369813': 81.24562068538606, '369816': 73.56163784432503, '369809': 50.127083866178666, '163907': 18.12025301367364, '1961385': 7.803870718635387, '283486': 7.265051267316821, '17276': 4.814394128552345, '40243': 4.434715111577483, '1522203': 3.8453498447314467, '5720191': 3.6852495024600964, '459004': 2.152698493019752, '346538': 1.855774073984728, '4181970': 1.6749834413863196, '3232611': 1.39009013869672, '7182025': 1.2210962296026409, '7182021': 1.1147681652766555, '676539': 0.6401459039736526, '5653104': 0.571468305942211, '3232607': 0.5426803163254593, '3034354': 0.48966837896695337, '5177381': 0.47443863137041187, '1198279': 0.40465256708385716, '4181978': 0.36561434920060354, '676540': 0.3524239339975808, '357161': 0.34525310107466056, '1538228': 0.2696663719948107, '676543': 0.26073072779444406, '357160': 0.2417927676177551, '976907': 0.23344534196478472, '3093882': 0.21130450851168564, '5729318': 0.2056098813242893, '120533': 0.19490634727358933, '2713590': 0.18661987885201686, '3034360': 0.17523102608958302, '5729317': 0.16266606869182093, '1517071': 0.15675750691708246, '1538227': 0.13423398616833115, '1538223': 0.10809575941492604, '1538225': 0.10733793737851663, '676537': 0.10542431144200372, '3034353': 0.10052265074496258, '922448': 0.08960280589481467, '922450': 0.07518233487424227, '3093874': 0.07327436696814396, '867078': 0.06176730489860591, '1198276': 0.055387790614956724, '1538231': 0.05533846287749472, '6040141': 0.05190498656421936, '976901': 0.04729014918883111, '676546': 0.045660943411176894, '4181976': 0.03811213449812735, '2043840': 0.027344917079858446, '842444': 0.020789667945737264, '3034358': 0.019486177385312907, '867081': 0.01653447807195306, '3917762': 0.014433581126655298, '5720192': 0.012305895335665885, '470228': 0.011372203740948965, '976908': 0.01116151604991391, '867077': 0.008197049343870739, '1390733': 0.005829913679239389, '976905': 0.005558980438921187, '5177380': 0.0046276524470161, '1517074': 0.003387206747240216, '976900': 0.002193788992374788, '357159': 0.001064545962382158}"
11,565818,what are some research methods,"{'406465': 23.27524090167744, '406466': 22.307120904644343, '406462': 21.56697746322839, '406460': 12.997997244432081, '406461': 11.068181552633213, '8238449': 1.0292565283918638, '428250': 0.8048362576588011, '1853577': 0.5155424029677752, '6610802': 0.2655356218888861, '2173889': 0.21967359108661336, '428252': 0.20300453708549884, '6610805': 0.18181649234347708, '6610800': 0.16488727020641716, '4298031': 0.1377345293140465, '2173893': 0.12575129726471238, '3163389': 0.11703138813932772, '207685': 0.11519800578563516, '1853585': 0.10392232449263154, '2173891': 0.09850112795737166, '3163393': 0.06925934303820228, '2173887': 0.058651525590242004, '6610796': 0.05465120556889748, '1853579': 0.05325890658364056, '2136579': 0.04378276331267743, '5055628': 0.041300216398278446, '6503185': 0.04066889932752416, '428244': 0.03644902231826569, '428249': 0.03491536919765502, '6610801': 0.03357324043341494, '4562792': 0.03048184198972722, '2136580': 0.029401798723625798, '3132750': 0.027761942192282216, '5865929': 0.02441493114148441, '3132747': 0.023646851160897937, '1601553': 0.020425784222465954, '3316294': 0.020221446786317935, '428246': 0.019769656437703374, '2173888': 0.018079256598534703, '998485': 0.016457011837292104, '5383221': 0.016379277678453364, '6822420': 0.015915771511758305, '6503189': 0.01582202490605498, '3132749': 0.015075655897550307, '2859093': 0.015030795308610127, '6779124': 0.01421762818172679, '2859090': 0.013255216041896783, '6822424': 0.011739058078209194, '2629972': 0.010964387707448649, '4690510': 0.010942646574928156, '2859089': 0.009041067607978065, '4703541': 0.008965797770087469, '1853578': 0.008844625609183952, '16521': 0.007733340781101221, '5055630': 0.00709215782020406, '2629975': 0.004222372041794128, '2136583': 0.004084271113774571, '266746': 0.0040361743204769245, '3163390': 0.003869275900900902, '5055633': 0.0036001489627921408, '6503191': 0.0030394232104896243, '4703547': 0.0014526055243636491, '4562797': 0.000708598021707882, '3132756': 0.0005680845045647392, '6503186': 0.0, '1189075': 0.0}"
12,668765,what helps to lower triglycerides,"{'416657': 488.03703657228493, '416664': 483.26332897340797, '416656': 431.0834355505034, '416659': 272.46173647392266, '416665': 270.7940256262652, '4117262': 54.816475872252575, '2019373': 34.41632653505171, '2019370': 25.81922887841746, '2135077': 24.927893320025643, '338203': 18.132117997568184, '5675560': 13.7923023092044, '4117267': 12.951967048660874, '5831027': 9.424437228369984, '263120': 8.778489619896384, '2019366': 8.616352336250975, '3494283': 7.740627719160445, '7045576': 6.721270960862845, '3467970': 6.473277154960682, '875170': 6.436964033826367, '1588459': 6.185709249167677, '263121': 5.141170925218571, '6323380': 4.444211123949495, '875168': 4.337028753196428, '3467973': 3.8171880021843174, '6323379': 3.5228708923124703, '6323377': 3.11072017841341, '5831025': 3.0173057511586974, '2019364': 2.5929606558747555, '4117263': 2.556149602006186, '6323376': 2.553836995226315, '4148207': 2.499497270868426, '1031174': 2.270870778644618, '5675564': 2.1321462738540715, '5675558': 2.071636293418404, '6323384': 1.8971403776573772, '7045574': 1.8812584594569621, '1588461': 1.7951106281563058, '7045570': 1.6995086870903293, '263128': 1.670414261667832, '1386350': 1.28329320126623, '1588463': 1.2419049537560498, '7045573': 1.0664649787383513, '4148208': 1.044513027586696, '5712807': 0.9911161805743187, '263126': 0.96015553088274, '5675562': 0.9538649886943147, '5712813': 0.9283555015325713, '5831020': 0.9280723700116215, '1679430': 0.8808667400848962, '3494287': 0.8529245371813434, '4148212': 0.7443624850293633, '2019365': 0.6732954009062385, '6099131': 0.6143443046040152, '5831026': 0.5829586676369369, '1679435': 0.5541855055334411, '5675561': 0.5341218645782903, '2482602': 0.4460912189470887, '6099130': 0.41965111991365667, '6099132': 0.39315000041787684, '875172': 0.35893166207584976, '4613694': 0.34529114014095086, '2754983': 0.28910224568632653, '6990597': 0.19325807657639563, '4394704': 0.14484864161861621, '5712812': 0.12805380374667208, '6099129': 0.07709272250422994, '6827594': 0.07679733692856719, '4394699': 0.07254570486701033, '7182023': 0.06148233916465424, '5768021': 0.056148660596176625, '6990600': 0.0529787767394608, '3494284': 0.05283238018354669, '4312814': 0.05025764070298422, '2019368': 0.035425890261650016, '5831021': 0.029878991376486034, '786641': 0.027489876218029577, '8238450': 0.022787501569165716, '6099128': 0.022472134323602826, '875164': 0.01707414526236331, '3467969': 0.014591243212099083, '4394697': 0.012687197246642525, '2515386': 0.010390507152973181, '5712808': 0.01005074336093187, '1771385': 0.007403305021789855, '1227028': 0.006833168375496113, '5712806': 0.006374660956692884, '5831022': 0.0038622993131179066, '786640': 0.0, '2759426': 0.0, '722035': 0.0}"
13,539439,warrant classification,"{'428244': 40.47515578523814, '428252': 39.443682842539346, '428249': 36.60072687398708, '428250': 33.52359026954281, '428246': 21.858036092789103, '1853579': 13.522137132528044, '6779129': 8.71042187373201, '1853585': 7.258058550423259, '6779130': 6.818873968908948, '6779124': 6.177525147075408, '8238449': 4.589234653283688, '1853577': 4.345521891450285, '1853578': 4.30309195179848, '2629972': 3.819371312386073, '2629975': 3.816120426497555, '1853584': 3.3393469212434055, '6779126': 2.766888881288169, '6779132': 2.531193731122541, '2629976': 1.6453860724102323, '2173887': 1.5887796780254897, '6610802': 1.279518718885258, '406461': 0.8795505866616523, '7945684': 0.6476609524299539, '7945681': 0.5906242086150912, '4690514': 0.5576214320331527, '5865929': 0.5246621795955575, '3163393': 0.5080720648829834, '7945683': 0.49265513936999683, '4690510': 0.4818283093632343, '5055630': 0.4614816286781639, '2173893': 0.4193347483773644, '5055636': 0.39159923240837424, '2173889': 0.39088570911246756, '5264165': 0.3837907666659528, '7945686': 0.3522717251921858, '3008361': 0.3292656301221191, '6610805': 0.28053031319629745, '172358': 0.2717703325114587, '6610796': 0.24885896620566564, '2629974': 0.2364749978633319, '3008366': 0.23167072617865114, '3163396': 0.22017099518121422, '2629981': 0.20521109565654835, '2173891': 0.1991410750997375, '5151304': 0.18808256147027452, '172362': 0.1599148514780878, '5055631': 0.1550236603569878, '3316294': 0.15069529928922898, '406466': 0.1490462989791622, '406465': 0.14587522853882606, '6610801': 0.13803991746123206, '102386': 0.11946360321364116, '5383216': 0.11492395316375367, '3034360': 0.10103808960537056, '903203': 0.09979487108016405, '4703541': 0.0638534612737682, '8289814': 0.0414875540519338, '4365155': 0.03744028193588661, '3163390': 0.03536306782338641, '5783176': 0.034585287945529404, '2173888': 0.034508921247667065, '5783177': 0.023520739174692926, '903205': 0.02299404306414306, '406462': 0.016662352223106146, '6503193': 0.016397775005735592, '4703539': 0.011539489305676866, '5783175': 0.009989361843468136, '406460': 0.009870915583118018, '1282689': 0.00904020969289338, '2130525': 0.006017119845595873, '4811568': 0.005875291876867821, '4811567': 0.005316820273387587, '6800102': 0.005282425400010802, '2436607': 0.005197331568521948, '2096603': 0.004774783228411546, '3996750': 0.0, '4703547': 0.0, '1282695': 0.0, '1282690': 0.0, '903198': 0.0, '2859093': 0.0, '3132750': 0.0}"
14,574458,what are the ten largest islands in the world,"{'496887': 532.7241932640727, '496885': 479.1661931186163, '496891': 370.35958606283043, '496888': 369.8760180216107, '496883': 365.06494478911566, '496889': 356.6653304131022, '496884': 337.73555821211255, '706243': 16.041723920597715, '706235': 14.652720504908967, '706236': 13.977246231936823, '2044463': 13.10092485129532, '1513888': 10.61508804311023, '706238': 9.052286474052899, '5783173': 8.89281398553581, '7924177': 6.231346160865186, '5383215': 4.396997652503416, '2044460': 4.35804885063884, '5783171': 3.4988730680029603, '7924175': 3.05565923107928, '5783177': 3.0057117662798842, '4175406': 2.391585740539909, '686275': 1.8419672219919405, '2892105': 1.357868387707627, '7924170': 1.102770548136184, '739807': 1.063674907527618, '3163389': 1.0624444119992167, '739811': 1.0160853984214095, '2044458': 0.9497304623995152, '739806': 0.9451937872871918, '739805': 0.9086699931867032, '739804': 0.9018246646498165, '2442911': 0.664965567122502, '706240': 0.6462214985335688, '2629981': 0.5417579686533817, '2629976': 0.4939780347942796, '5612806': 0.41903242817121633, '5383216': 0.4061438138629228, '4298027': 0.38282273211663875, '266749': 0.36305161813678444, '2442912': 0.3545706236483581, '1513881': 0.3285625911520721, '4562792': 0.32522484328051027, '2710848': 0.2994398627843361, '4703541': 0.2656499116949951, '4828350': 0.2425179794800643, '4474923': 0.23715992790095625, '686271': 0.199299453079551, '5783178': 0.19115850358414035, '4175407': 0.1136259773487583, '686273': 0.11297139163168647, '4716748': 0.09847426518805123, '4064443': 0.08503768002369254, '2998249': 0.0843881131877664, '1578304': 0.07920076054724598, '5783175': 0.07395037061640522, '4703547': 0.06633850459471129, '2302160': 0.060617390385481404, '1513887': 0.04812745565889462, '428250': 0.04177284199028676, '4703546': 0.03658362390281438, '232432': 0.03342379485835503, '2892101': 0.021555104568999898, '2710844': 0.016409496533905228, '6610805': 0.013862775163113813, '2892106': 0.012012655008419441, '2710843': 0.011732020781409802, '428249': 0.011439562210972795, '686270': 0.009374930822615766, '4716745': 0.00904788057267479, '6936663': 0.008293562328008151, '2629975': 0.006642151768893302, '4152761': 0.00610769986291394, '2710842': 0.006028614997025009, '2754978': 0.003722902697064657, '6822424': 0.0029605643488745956, '1853577': 0.0026161464415118043, '2710845': 0.0021873404024905776, '232431': 0.001935006351773807, '2710841': 0.0014325855477523325, '2754981': 0.0005930111531717918, '4828346': 0.0, '686269': 0.0, '172358': 0.0, '6036177': 0.0}"
15,639994,what does it cost for a new bathroom,"{'554478': 66.60749184691835, '554476': 56.53283874808176, '334574': 56.462522003516234, '288134': 51.18904624265372, '554479': 35.50609417768338, '961737': 4.873152250717454, '4066013': 4.732788960419403, '961742': 3.657607221396964, '961736': 2.2138161005028483, '961743': 2.1816034139234772, '3796700': 1.6568197327937928, '961738': 1.383949200240557, '4066007': 1.1733321628359188, '6368194': 0.4269317391944027, '4066010': 0.30258645877618773, '6368196': 0.24402376701627554, '6368191': 0.21624930410744642, '1639027': 0.16190638219818224, '2296832': 0.1463231700656024, '3034358': 0.14481868001330725, '16521': 0.13221591438995903, '6368193': 0.1255796175586485, '2759419': 0.12183683909007892, '2859089': 0.11619609326412392, '2629972': 0.10187463820099404, '2859090': 0.09801213169050585, '2019368': 0.08303591410242273, '4394703': 0.07684915557050154, '1639019': 0.07575282099656844, '2153177': 0.06116387438719715, '3163395': 0.05654859293744173, '2859093': 0.050513870014487185, '2019366': 0.04700421813767855, '1639020': 0.04527855432251677, '1639025': 0.042275423670083245, '5055633': 0.04125256991410657, '2759426': 0.0388201682441666, '3034353': 0.03727457662614501, '1639026': 0.03056633242318254, '4066012': 0.029449225630462327, '3316291': 0.023913312242806295, '2859095': 0.0231657889133718, '6368199': 0.022149694381483103, '8238450': 0.019925993023316386, '1578311': 0.019743566580835828, '1578306': 0.016986838749186065, '3034359': 0.013664379912859891, '2759421': 0.01235604830814358, '2096608': 0.011933714367171814, '2136579': 0.01019194915011606, '2019364': 0.0077122439920028815, '2096604': 0.007380351288060804, '3193110': 0.00715317982753688, '172367': 0.004604754475027214, '2482606': 0.003572628888201765, '992968': 0.00294894217286119, '1406120': 0.002343405865831866, '1601553': 0.001730415785642022, '2096601': 0.0016255212309783354, '881363': 0.0013388617290831474, '796290': 0.001226695724193993, '2515380': 0.0005825892704713329, '4994210': 0.00045956662852450556, '4562797': 0.000410253567760333, '3316295': 0.00033607403878163985, '903580': 0.0, '2482609': 0.0, '1578305': 0.0}"
16,590592,what causes pain on left side of abdomen diarrhea,"{'555229': 300.43958124492644, '555227': 273.2174365984743, '113921': 271.93695942544684, '555228': 218.51992026448647, '555230': 158.20270596716983, '283486': 4.731640123058601, '3917762': 4.461215984578603, '40243': 1.3838885996574426, '120533': 0.4497832512273502, '5720189': 0.40670484832753706, '3463399': 0.0328281366261799, '369809': 0.0015982391054461223, '239291': 0.0, '17276': 0.0}"
17,587526,what causes elevated white blood cells,"{'566615': 1951.856741767665, '566617': 1909.7594042740454, '566618': 1651.4582256847516, '566619': 1313.6032893245265, '566614': 926.6283568825098, '6651784': 24.43841846004479, '3431736': 12.915253828602152, '1538223': 12.021141231913253, '2210795': 10.190491531318887, '676537': 9.82417780789723, '263128': 7.348465477279156, '976908': 7.173987128947317, '7045573': 5.0934700583073855, '676539': 5.087734403705235, '676543': 2.0923248483579058, '6822422': 1.414662884289627, '2210790': 1.3681244509857315, '922442': 1.345714171093151, '922444': 1.3313687526584128, '6651783': 1.1519015724702297, '162759': 1.1477914893495065, '346538': 1.0935963623480713, '6990601': 0.8610343788137002, '263120': 0.6840778090165167, '369809': 0.48141996100364826, '2210794': 0.340085713175047, '3093874': 0.31499336801599476, '5720196': 0.2923794098465638, '7045570': 0.24599695924926096, '251892': 0.21393215150638845, '5768023': 0.12202082259050867, '1538225': 0.1060815464205547, '6651785': 0.07538768620011421, '239291': 0.06995140872544547, '251897': 0.06994199958405192, '94487': 0.0677041030789121, '976905': 0.06640076771589958, '2210789': 0.046832863849662745, '1390733': 0.04403163101870432, '976900': 0.04116534584145908, '369813': 0.04080646742545691, '369811': 0.0406807891209535, '369816': 0.040452099884560055, '3996750': 0.031772520334402254, '1517074': 0.023392336667003723, '6990600': 0.022380835612179878, '7045574': 0.022230199698382816, '5729316': 0.008315138260732702, '40243': 0.006147009972659282, '976907': 0.005825961780732582, '1517077': 0.004530942255487714, '5768028': 0.0, '263119': 0.0, '1086502': 0.0, '6822427': 0.0}"
18,83881,cataplexy symptoms causes and more,"{'676537': 22.124814550013202, '676540': 21.985221973803753, '676546': 18.378156507621064, '676543': 16.396044108218327, '676539': 12.568449304421602, '346538': 2.1480341296926277, '3232607': 2.0611477592152077, '3232611': 1.9894732965752315, '251893': 1.9584167501013527, '1198276': 1.866431337454309, '120533': 1.7976032244921034, '976908': 1.5608920651921312, '3431736': 1.304113627794306, '5720191': 1.2417857763394182, '369816': 1.2012261507475477, '369811': 1.1831869640355004, '976905': 1.1542507323834514, '1198279': 1.1014856916557108, '1198283': 1.0685351303223065, '976907': 0.8565961160095782, '3996750': 0.8528437294980298, '1538223': 0.7145654267009821, '251897': 0.6981014304597764, '5720196': 0.548792274161249, '1538225': 0.46222826903402003, '369809': 0.33792717181202325, '239291': 0.3014450476845505, '1522203': 0.18211100341996836, '163907': 0.17774380255343575, '1198278': 0.07941211901941839, '1517071': 0.07748227300019471, '867078': 0.0571820569816384, '1390739': 0.045167013962990506, '867081': 0.043636760700780604, '40243': 0.034600050584838365, '5643905': 0.03096413371936946, '1390733': 0.026939074112128678, '8238453': 0.023550820763022746, '283486': 0.022242976981935707, '3034360': 0.018508550656282704, '3034354': 0.01466616798734452, '1716685': 0.01439302077326235, '8238449': 0.01368224307031541, '3002971': 0.01288145900366677, '6949189': 0.010594623305073955, '2210795': 0.008442576389941617, '343317': 0.007429472337450905, '4365154': 0.007147555016556646, '3463399': 0.007094759674602385, '6651784': 0.006761554585812098, '113921': 0.0026976957155124015, '8289809': 0.0008698109528771827, '566618': 0.0, '867085': 0.0}"
19,529690,types of sectors in ghana,"{'686269': 6664.850760108723, '686271': 6575.143438747199, '686275': 6446.977107293447, '686273': 5211.59492456571, '686270': 5114.275482578765, '5383215': 15.060482996883735, '496885': 10.489042568679949, '739807': 10.487387660060218, '7945684': 7.697183464440911, '739811': 4.644295336543475, '4064440': 3.8801942596641235, '739805': 3.7886508359392534, '4298027': 3.7102408146188406, '2710848': 3.610084896665977, '3249178': 2.646156521496451, '6827594': 2.5584825926614725, '4298031': 2.5132224895847606, '7945686': 1.6406924926970092, '5264165': 0.822556316074007, '6827590': 0.6980911458604007, '266749': 0.490272789275902, '2442911': 0.44209633233626344, '671063': 0.37378973748655464, '5151304': 0.34068836761075816, '739804': 0.327831336877883, '7945683': 0.31886810324022646, '7045573': 0.3121872766483658, '5383224': 0.24401737359462664, '4562795': 0.18973356299820968, '6990597': 0.17340240723968617, '1143226': 0.16435335576514237, '496888': 0.16050602746282172, '266748': 0.13478682396555533, '266746': 0.13256815139895925, '1771392': 0.11593078046552467, '739806': 0.11141362597068162, '739802': 0.08091906762266049, '5768022': 0.0717083658605081, '3371129': 0.049940210879182156, '5768027': 0.04567259913732822, '5768021': 0.03095116265123385, '496884': 0.027331313828963345, '5612805': 0.027012677261595845, '2892105': 0.024491222801933003, '3467969': 0.014310600766857978, '5768028': 0.009883306197684846, '4453156': 0.0038629938459800173, '566619': 0.0, '55269': 0.0, '4562792': 0.0, '4064443': 0.0, '1808638': 0.0, '1808640': 0.0, '266747': 0.0, '496883': 0.0, '4453153': 0.0}"
20,529755,types of sharks,"{'706236': 32.65575718227161, '706243': 29.88372258016969, '706238': 26.74571869170508, '706235': 20.309826597927394, '706240': 18.04419155987235, '2044463': 6.765114582879752, '2044460': 4.570490156715493, '2044458': 2.449565049403204, '7924170': 2.2490235206743874, '2044464': 2.017697468178622, '7924177': 1.622710333531612, '496887': 1.411260077695475, '5783171': 1.3189211147016096, '147333': 0.6337116484446885, '6936667': 0.5801205801017529, '6936661': 0.5690970733489762, '496891': 0.37940284235713195, '5783175': 0.29916453336861404, '6936663': 0.2977050488171378, '7924171': 0.2950437815623482, '5783173': 0.2430125417009829, '2998249': 0.23193582687395076, '2998247': 0.18982758021733379, '496888': 0.18001836576727578, '4175406': 0.14957794498302807, '3335176': 0.1437451212313648, '2754978': 0.13929457308339974, '3335172': 0.11859732227165141, '16521': 0.11086252362406196, '2096605': 0.08002036213398248, '5783177': 0.07633053222648561, '2998244': 0.0678401336936245, '4175404': 0.06516934314715774, '496884': 0.0633776598764238, '2096608': 0.06238647522588008, '4175409': 0.06197385474311219, '2998251': 0.06119741578901612, '1513883': 0.060912265308035916, '2998248': 0.05869603747966326, '2629981': 0.05486116706306518, '5783178': 0.05130780012505705, '2754979': 0.04503263639660963, '6936665': 0.03454192669654509, '4703539': 0.03022366308767448, '496889': 0.03014215337487599, '4703543': 0.02732064024337774, '6936664': 0.02584080479113162, '3034360': 0.024260645896834954, '232432': 0.021024393764863744, '3335168': 0.02075298371548926, '2629974': 0.01946774297280883, '2096600': 0.018053283947059778, '2754981': 0.017896872430385163, '2754980': 0.01737296809588397, '2629976': 0.017341100116262553, '2754977': 0.015335331742911788, '6779129': 0.00943536605668847, '6936670': 0.009411212939601305, '4828354': 0.004445385424361666, '3335177': 0.0025821460628534776, '739807': 0.0013863079681077698, '4026380': 0.0009821120066239029, '2710848': 0.0009382763564828039, '4828350': 0.0, '2545917': 0.0, '6610805': 0.0}"
21,204600,home remedies for skin boil abscess,"{'722031': 1632.1650912260136, '722036': 1440.1226713585995, '722030': 1360.413120456775, '722033': 1306.551722215929, '722035': 1258.32806752327, '786633': 65.57563059917833, '3494288': 58.80992811323224, '786638': 41.95783650452692, '786636': 36.61456670178878, '3494285': 31.653130575463386, '357161': 30.93985874015951, '3494287': 29.836017214866832, '357155': 25.423819266262566, '786640': 21.658453202405376, '786641': 20.50520941539575, '1771385': 16.44073116775017, '4181976': 11.056295261803907, '2545918': 10.692299274531527, '357159': 7.8596298038481605, '6323377': 7.314047884465698, '2545915': 7.004163270103434, '5831020': 6.351974296838072, '5021019': 5.446557604930665, '4181978': 3.885338546502436, '357160': 3.7259349852065538, '5021024': 3.4850826597798177, '4181971': 3.4469103224969255, '3494283': 3.0043558751225237, '2545912': 2.9191459214622038, '4026383': 2.3134524192054604, '2545916': 1.4042350592313997, '6323380': 1.3644995205912165, '357162': 1.0443954110077251, '2706978': 0.8220681559422969, '1771388': 0.6880846491001269, '5675560': 0.5678106331440615, '2019370': 0.5410771056639094, '5712813': 0.4704965536436364, '1771384': 0.46918281031810344, '2706974': 0.4174204936017817, '2545917': 0.37760398567924075, '2706972': 0.36551058772074513, '1771383': 0.351359884507812, '7045570': 0.3472675985083502, '5712807': 0.2411959719360797, '2019368': 0.18457985013706033, '4394704': 0.16161697301387484, '4394699': 0.15986599111445843, '5831027': 0.12375888881586708, '5675564': 0.12075791070760979, '5675558': 0.11812294420925322, '238024': 0.0978272852274629, '6040141': 0.09166489548386944, '4394703': 0.07538320083498082, '4026382': 0.07098339393890624, '4026380': 0.06788043616598022, '5021023': 0.04839631121925349, '1588461': 0.0170277274619064, '416657': 0.016947852982950647, '2706980': 0.01578598677349406, '3494284': 0.013709566155990914, '162759': 0.010413095515705212, '146598': 0.010051195339245339, '3665327': 0.0027851441106977333, '1031174': 0.0011817286411295398, '343317': 0.00020817676543295326, '263121': 0.00015141327270066395, '1227034': 0.0, '238023': 0.0, '6323376': 0.0, '5712808': 0.0}"
22,49751,behind the name ancient greek names,"{'739802': 526.5072049437084, '739807': 524.2779787826686, '739804': 506.46332440045165, '739805': 487.9021975878429, '739811': 478.47073742998924, '739803': 464.8468328629175, '739806': 407.63754034092807, '4064440': 14.338410933664031, '3008364': 13.947400352775624, '4064438': 13.921241353481395, '2710841': 5.132040539894484, '3249179': 4.955623374100926, '2710848': 4.151403539951602, '222570': 3.6528767826077653, '2710845': 2.181693935791827, '686269': 1.7235507371523586, '686273': 1.6838071133917618, '2710843': 1.6093001184529403, '5783178': 1.5043751065700504, '903581': 1.4246916749854086, '5783171': 1.208200545645345, '2710842': 1.169064327287433, '5612800': 1.1315212884676407, '686271': 1.045769178100451, '2173889': 1.0215164139467585, '2892106': 0.9512138664890235, '4064443': 0.9390737069788371, '5612805': 0.927616930645382, '4690510': 0.8830441601511294, '2710844': 0.8257090084351105, '5383224': 0.7330199089366967, '3008367': 0.710646067220638, '4064442': 0.6243809243127718, '4298031': 0.528558992242683, '2636400': 0.5266024329986567, '4064439': 0.5150776989799983, '5783173': 0.44718511883110906, '1853577': 0.44460974736807074, '5783177': 0.38448051322607546, '1853584': 0.325187948729017, '5783175': 0.3109277147422564, '496891': 0.28764325301190297, '2892104': 0.2839963945980319, '496885': 0.22799825180600514, '4298027': 0.21628023536483373, '686275': 0.1868604803861213, '2892101': 0.18377054538468357, '4562797': 0.13201308643154236, '2629974': 0.09954710168662458, '4994211': 0.0870882653958645, '2629975': 0.08029296635677965, '2892099': 0.07971604311454562, '1260538': 0.055007969143338595, '2892105': 0.043900261451329, '5383215': 0.04178331856015234, '1853578': 0.03902734749130171, '7945686': 0.03684392462774462, '4562795': 0.03281147167649297, '496889': 0.03268415969553988, '4434770': 0.028528663489397983, '2173888': 0.02707652194568429, '2998251': 0.024680338850837567, '903582': 0.023072562356410677, '5865929': 0.02283752478891859, '903198': 0.018899478557358327, '686270': 0.018628053166349415, '496887': 0.0186241719922837, '4562792': 0.017756223259644002, '4434768': 0.01417342376556148, '903583': 0.011395802905439139, '2629976': 0.007887197954830602, '406466': 0.007293462512878022, '4994210': 0.006215986520690591, '428250': 0.00535420630193257, '2629972': 0.004944085198317143, '6503185': 0.003530187616237484, '903579': 0.0032550664408245175, '903205': 0.002489210147027979, '1189075': 0.00243025892664668, '1601553': 0.0016529877510196814, '496888': 0.0015597321713545652, '5612806': 0.0012201763481592552, '102386': 0.000904356848450366, '496883': 0.0002485463111141753, '5612807': 0.00015441692203955115, '2892098': 0.0, '998485': 0.0, '5151304': 0.0, '1143226': 0.0, '6503191': 0.0}"
23,1158298,what is a good remedy for coughs,"{'786641': 49.0, '786633': 39.033688534135976, '786640': 39.024985390268576, '786636': 33.95753439150359, '786638': 31.1505562196965, '4394697': 3.644823566733427, '4394705': 3.2656973666016076, '6323379': 1.8822415131868264, '6323377': 1.6165936855961434, '2545918': 0.5635906130531432, '6323380': 0.5136479182323365, '5831027': 0.5102456298712602, '5643905': 0.19437828955003264, '722035': 0.14138081148737633, '5021024': 0.11358277838610263, '875168': 0.02968569747995381, '2545917': 0.02706674830121256}"
24,442443,longest lasting tv shows,"{'796288': 49.0, '796286': 33.384592776118296, '796284': 32.106991102750506, '796282': 25.432142693998333, '796290': 19.50504182206371, '6800104': 3.0164114860521156, '1301088': 2.674183337118047, '3008366': 2.0213024884656834, '5277728': 1.9803202945371905, '3132756': 1.5255848406866905, '961074': 1.4085366713719534, '6800102': 1.3506854095014642, '3132751': 1.1346245453285027, '3132749': 1.076928717288163, '5055630': 0.10250425538914956, '2173891': 0.07644200572164346, '3008362': 0.06970439331987667, '5055631': 0.06217746009558084, '3008370': 0.050653562179759776, '2173889': 0.04161988306379391, '2173887': 0.03959242022549986, '6368199': 0.018798163270734528, '6503193': 0.007234515902370449, '6368191': 0.004352054303920973, '2153174': 0.0036147072411799163, '207688': 0.0012000530490736613, '2153182': 0.0, '3335177': 0.0}"
25,526443,types of bad injuries,"{'867076': 5039.999418846877, '867085': 3524.4444491551512, '867083': 2625.5113850363273, '867077': 2103.9314766116054, '867081': 852.1438386385277, '867078': 458.8527515664839, '3232611': 0.33454053657412797, '1538227': 0.2883270981289978, '1538225': 0.18586081003870614, '369811': 0.1754990925674388, '676543': 0.021803193294709613, '676539': 0.02120028485196318, '3034353': 0.0004759699982372558, '222571': 0.0, '6822422': 0.0, '5729318': 0.0}"
