Query	Passage_Scores
query_27963	{'passage_3796700': 0.15132949596300924, 'passage_4066007': 0.1491606144720963, 'passage_4066013': 0.13887116059062293, 'passage_4066010': 0.13518926509470122, 'passage_2442912': 0.10441816657682904, 'passage_107379': 0.09925285104291008, 'passage_55269': 0.07160664094920886, 'passage_2442913': 0.06843090975568346, 'passage_961736': 0.05466308812868847, 'passage_961743': 0.04193308340691706, 'passage_1578307': 0.03700927441177494, 'passage_1578313': 0.03652184537557946, 'passage_3163390': 0.03624463775382611, 'passage_1578304': 0.03534842628018892, 'passage_1578312': 0.034661771903120094, 'passage_2710842': 0.034448675521066306, 'passage_2710845': 0.034174701184974926, 'passage_1578305': 0.032799579844394154, 'passage_3730561': 0.03179379249338418}
query_27965	{'passage_4066010': 0.27184002388051187, 'passage_4066012': 0.23166683746917513, 'passage_4066013': 0.23029622046360682, 'passage_3796700': 0.2192968265479567, 'passage_4066007': 0.2171044362852116, 'passage_961736': 0.056954012733976815, 'passage_961737': 0.04485281429632846, 'passage_961738': 0.044575001258435575, 'passage_2710848': 0.04348898288256679, 'passage_554478': 0.04295239376207521, 'passage_961743': 0.04186500028850625, 'passage_334574': 0.04167687480499731, 'passage_4064442': 0.039689561927065166, 'passage_3249177': 0.0387235315117788, 'passage_4064440': 0.03866941137360508, 'passage_903579': 0.03865425553648322, 'passage_55269': 0.038076728941666166, 'passage_554479': 0.037361034860960186, 'passage_554476': 0.037131490907784274, 'passage_288134': 0.03680265428675833, 'passage_4064443': 0.036525654302152454, 'passage_3316295': 0.03512348165890501, 'passage_2859090': 0.03471473738105971, 'passage_2859089': 0.033474716113317704}
query_27969	{'passage_4066007': 0.15929652700753433, 'passage_4066013': 0.15146275912517634, 'passage_3796700': 0.15135878870953773, 'passage_4066010': 0.14844121826006773, 'passage_4066012': 0.13583466910916883, 'passage_2442912': 0.09253422502471556, 'passage_107379': 0.08707291380893738, 'passage_55269': 0.06391102230921089, 'passage_2442913': 0.06266348995068155, 'passage_961736': 0.05554072457895721, 'passage_961742': 0.05447127677978985, 'passage_2710848': 0.050335951922699705, 'passage_961737': 0.04638633508295542, 'passage_334574': 0.04428022090591014, 'passage_961738': 0.04380947796900454, 'passage_3163395': 0.04258831774631334, 'passage_554478': 0.04194255010925552, 'passage_2859090': 0.04145839140276281, 'passage_961743': 0.04137789083455237, 'passage_4064438': 0.0395045802762135, 'passage_2859089': 0.03932785116039551, 'passage_2859093': 0.03806983894848164, 'passage_288134': 0.03806284644154291}
query_27971	{'passage_4066010': 0.34926577053278846, 'passage_4066007': 0.3372738602421514, 'passage_4066013': 0.2859114234262685, 'passage_3796700': 0.2600207194903637, 'passage_4066012': 0.23796321873849544, 'passage_961736': 0.06063520502618831, 'passage_2442912': 0.059405049847207195, 'passage_107379': 0.05636701691462566, 'passage_2710848': 0.0467811127374308, 'passage_961737': 0.04585920316135344, 'passage_554478': 0.04468868796077007, 'passage_961743': 0.04396924480753496, 'passage_334574': 0.04333578988143423, 'passage_2442913': 0.04274143635200308, 'passage_55269': 0.04260510977041006, 'passage_554476': 0.039380716360816526, 'passage_288134': 0.038931585323279796, 'passage_2710845': 0.03882906687533299, 'passage_554479': 0.03871726320504166, 'passage_3249177': 0.038022536282333784, 'passage_2859090': 0.03712518846123977, 'passage_5055633': 0.03499971294516008, 'passage_2859093': 0.034538215205073754, 'passage_4434766': 0.032461100581129596, 'passage_2136580': 0.03245931596155647, 'passage_2136579': 0.03228009046655163, 'passage_222571': 0.032147096904969134, 'passage_3249178': 0.03195962327521181, 'passage_4994209': 0.031592289014262864}
query_27996	{'passage_4066013': 0.15666494148547416, 'passage_4066007': 0.15398124264628224, 'passage_3796700': 0.15092668889142657, 'passage_4066010': 0.148395117318733, 'passage_4066012': 0.1380059538778034, 'passage_2442912': 0.08221511371316063, 'passage_107379': 0.07474814871284398, 'passage_55269': 0.05940180570314079, 'passage_2442913': 0.059054542502000824, 'passage_961736': 0.0546439225428225, 'passage_2710848': 0.054483667876194526, 'passage_961742': 0.053442072377897505, 'passage_334574': 0.04686927027045582, 'passage_3163395': 0.04480281439353567, 'passage_961737': 0.044781472429084625, 'passage_554478': 0.04459943971482731, 'passage_961738': 0.04290477981295817, 'passage_4064438': 0.04240282571018827, 'passage_2859090': 0.04108024637260191, 'passage_288134': 0.04074209978993904, 'passage_961743': 0.040247848900060036, 'passage_2859089': 0.03968425355746814, 'passage_2710845': 0.03900799135119904}
query_28006	{'passage_4066007': 0.48811473215891305, 'passage_4066010': 0.40596875992862314, 'passage_4066013': 0.33386699879538473, 'passage_3796700': 0.3072392974319649, 'passage_4066012': 0.2621419027960587, 'passage_961736': 0.062318888638164656, 'passage_2442912': 0.06141497819065914, 'passage_107379': 0.056834034422093976, 'passage_2710848': 0.0478280478899826, 'passage_55269': 0.045611226166748176, 'passage_961737': 0.0440743189194956, 'passage_961743': 0.04400797886166281, 'passage_2442913': 0.04369088511918338, 'passage_554478': 0.04238078605165565, 'passage_334574': 0.04147096767897725, 'passage_2710845': 0.03954118504991248, 'passage_288134': 0.0378412320789668, 'passage_554476': 0.0378235418867742, 'passage_554479': 0.03702607237393387, 'passage_5055633': 0.036333849395827685, 'passage_3249177': 0.0362486371867396, 'passage_2859090': 0.03589787024017472, 'passage_2859093': 0.03307981446504032, 'passage_4434766': 0.030871109255245246, 'passage_3249178': 0.030299156550195033, 'passage_2136579': 0.030249554438278394, 'passage_2136580': 0.02976720862722582, 'passage_222571': 0.02943118760027601, 'passage_7924178': 0.029317656331306445}
query_28009	{'passage_4066007': 0.35917332740407903, 'passage_3796700': 0.3406668869852621, 'passage_4066010': 0.32232727700515734, 'passage_4066013': 0.28067553174072074, 'passage_4066012': 0.2247823857477714, 'passage_961736': 0.0606207064131096, 'passage_2442912': 0.060551156326990395, 'passage_107379': 0.05576727441985623, 'passage_55269': 0.045546904175314186, 'passage_2710848': 0.044971615679920855, 'passage_961743': 0.044220117820408224, 'passage_961737': 0.04337205554474005, 'passage_2442913': 0.04273179718482021, 'passage_334574': 0.04032589731627492, 'passage_554478': 0.03992515860231086, 'passage_288134': 0.03688961695561445, 'passage_2710845': 0.03647881929079145, 'passage_554476': 0.03630393773313013, 'passage_554479': 0.03584848005469531, 'passage_5055633': 0.03542161947739308, 'passage_2859090': 0.035003103482481146, 'passage_2710842': 0.03393441052464645, 'passage_2859093': 0.03184359051735963, 'passage_1578307': 0.030900056802700332, 'passage_2136579': 0.029768564130119864, 'passage_4434766': 0.029693498089923696, 'passage_2136580': 0.028659624862723877, 'passage_7924178': 0.028567776270288316, 'passage_3163390': 0.028334442488582176, 'passage_3730561': 0.028287793420958388, 'passage_3730567': 0.02797770014654245, 'passage_2436606': 0.027877961601941875}
query_28012	{'passage_4066007': 0.3428205629174896, 'passage_4066010': 0.32822528979772436, 'passage_4066013': 0.29072253375648544, 'passage_3796700': 0.25926289242813577, 'passage_4066012': 0.2386374639921417, 'passage_961736': 0.06290204374737769, 'passage_2442912': 0.05041174540491373, 'passage_107379': 0.04727261939992745, 'passage_961743': 0.043973692342082156, 'passage_2710848': 0.04381389690094439, 'passage_961737': 0.04348197131991935, 'passage_554478': 0.03987830714796357, 'passage_55269': 0.03843962208945695, 'passage_3249177': 0.03802339939292181, 'passage_334574': 0.03800653860666665, 'passage_2710845': 0.03789432812932478, 'passage_2442913': 0.037177663589577296, 'passage_554476': 0.035613617033882834, 'passage_554479': 0.03517786868777016, 'passage_288134': 0.03432729371590575, 'passage_2859090': 0.03327836321689697, 'passage_5055633': 0.032756332602707716, 'passage_2859093': 0.031922537576710576, 'passage_3249178': 0.031062229323991178, 'passage_4434766': 0.03062802738276915, 'passage_222571': 0.029696976287213565, 'passage_2136579': 0.02946705616666083, 'passage_4994209': 0.029341943036522204}
query_28013	{'passage_4066010': 0.3388056084644976, 'passage_4066012': 0.3284422939289417, 'passage_4066007': 0.26570861383930733, 'passage_4066013': 0.24676411783603414, 'passage_3796700': 0.1736237239445349, 'passage_961736': 0.05211529004693233, 'passage_2442912': 0.05094228377972332, 'passage_107379': 0.048420493445454516, 'passage_961742': 0.04729097595503312, 'passage_2710848': 0.04657364929777553, 'passage_4064438': 0.043226400712327445, 'passage_4064440': 0.042353694644909456, 'passage_4064442': 0.042224212719697965, 'passage_903579': 0.04159586097653194, 'passage_2710845': 0.04147134164073155, 'passage_3249177': 0.0414449807444624, 'passage_554478': 0.04101294514719607, 'passage_961738': 0.03953199918108708, 'passage_961737': 0.03936858936250031, 'passage_4064443': 0.038457915967481666, 'passage_334574': 0.03731226016417184, 'passage_4994209': 0.0364291045107671}
query_28025	{'passage_7045576': 0.1602858981075831, 'passage_7045573': 0.1453947656474947, 'passage_7045574': 0.12033110975499833, 'passage_416657': 0.1144989246922418, 'passage_5712812': 0.1125947026106694, 'passage_416656': 0.10517270793922856, 'passage_416665': 0.10135110512964951, 'passage_7045570': 0.09483564414064084, 'passage_5712813': 0.0863446008981873, 'passage_416659': 0.08479022872627792, 'passage_416664': 0.08065174500231405, 'passage_7045569': 0.07997612406484018, 'passage_5831025': 0.07244170471157091, 'passage_6827590': 0.07240464391367439, 'passage_6827594': 0.06687784971183211, 'passage_4117263': 0.06640876894035028, 'passage_2019366': 0.0656687000212643, 'passage_671063': 0.06470101320132997, 'passage_6827597': 0.06202898948138874, 'passage_6099129': 0.060369627632851794, 'passage_6099132': 0.05921869071503008, 'passage_6827596': 0.057826900698326494, 'passage_5831027': 0.05770461779250804, 'passage_2019370': 0.05623656667961498, 'passage_1771392': 0.05586994738329761, 'passage_1227026': 0.05334894662388781, 'passage_2019365': 0.05273173856210075}
query_28055	{'passage_4148207': 0.46561198483718935, 'passage_4148210': 0.46346146344821515, 'passage_4148212': 0.34358610382256444, 'passage_4148208': 0.3247590208472485, 'passage_4148213': 0.2546230555169784, 'passage_719994': 0.2364545438098803, 'passage_875171': 0.14436561930339195, 'passage_875164': 0.09464194811097719, 'passage_6323379': 0.09241240317257812, 'passage_6990600': 0.08742084026042207, 'passage_6990598': 0.08705700246305008, 'passage_875172': 0.08306567685166585, 'passage_875170': 0.0809642424130076, 'passage_1639026': 0.07973727312484336, 'passage_5831021': 0.07901986000949991, 'passage_6990597': 0.07619890855028583, 'passage_1679431': 0.0721064228739235, 'passage_1679433': 0.07180413279184145, 'passage_1588459': 0.0678244257950669, 'passage_507741': 0.06661994819015545, 'passage_3467969': 0.06615088070063725, 'passage_6990601': 0.06400511759258619}
query_28067	{'passage_4148212': 0.4643069683564144, 'passage_4148207': 0.42775018366794854, 'passage_719994': 0.3164481905456993, 'passage_4148213': 0.3162553733634201, 'passage_4148208': 0.288970544281283, 'passage_4148210': 0.22097123141350855, 'passage_875171': 0.11034322515229594, 'passage_6323379': 0.0986084659550007, 'passage_6990600': 0.07476160014316731, 'passage_6323377': 0.07335236368628509, 'passage_6323380': 0.06989653462478734, 'passage_6990598': 0.06921557342001886, 'passage_875170': 0.06534984687253538, 'passage_875164': 0.06362833502288336, 'passage_1679433': 0.06186427777939155, 'passage_2545916': 0.06023541868175041, 'passage_4026382': 0.06008665144641006, 'passage_1679431': 0.05955891315261687, 'passage_4026380': 0.05776103921238234, 'passage_2754977': 0.05773909327502334, 'passage_6323384': 0.05513289192055871, 'passage_4394705': 0.05482697577929236, 'passage_6990597': 0.05474298296165783, 'passage_3467969': 0.05413859425314557}
query_28083	{'passage_4148207': 0.5346517902694828, 'passage_4148213': 0.4338713746519362, 'passage_4148212': 0.3408029918424932, 'passage_4148208': 0.3203692242552088, 'passage_719994': 0.24422070355709938, 'passage_4148210': 0.23785526127319687, 'passage_875171': 0.14691059668362724, 'passage_6323379': 0.12178254893390814, 'passage_5831021': 0.08605539184821638, 'passage_875164': 0.08278216982458451, 'passage_6990598': 0.0789391646302611, 'passage_6323377': 0.077899665216804, 'passage_875170': 0.07777060986269395, 'passage_6990600': 0.07706585650261837, 'passage_6323380': 0.07301333181283315, 'passage_6099132': 0.06677692391994351, 'passage_1679433': 0.06596739376721748, 'passage_6990597': 0.06377415137463799, 'passage_1639026': 0.06286955670996046, 'passage_507741': 0.06255603011840549}
query_28091	{'passage_4148207': 0.4703922228321113, 'passage_4148212': 0.3187182405675052, 'passage_4148208': 0.30931979200102855, 'passage_4148210': 0.2969601666619083, 'passage_4148213': 0.2884434835333802, 'passage_719994': 0.23025265455010555, 'passage_875171': 0.1802231115238994, 'passage_6323379': 0.1309761254589967, 'passage_875164': 0.10430454599483446, 'passage_5831021': 0.10223115884125776, 'passage_6990598': 0.09154170549994488, 'passage_875170': 0.09065751458757743, 'passage_6990600': 0.08882106355170276, 'passage_875172': 0.08551577114672376, 'passage_6323377': 0.08386450333354728, 'passage_1679433': 0.07822251928513288, 'passage_6990597': 0.07758332258654542, 'passage_507741': 0.07719616180078148, 'passage_1588459': 0.07553651530832975, 'passage_6099132': 0.07306294963281912, 'passage_1639026': 0.0723337394760073}
query_28092	{'passage_4148207': 0.4013354294572707, 'passage_4148210': 0.36509047899016533, 'passage_4148212': 0.3076873192282395, 'passage_4148208': 0.28392859915078855, 'passage_719994': 0.2696938777669796, 'passage_4148213': 0.2445922439539305, 'passage_875171': 0.12498295538043865, 'passage_6323379': 0.08592185749427286, 'passage_875164': 0.08225306708075109, 'passage_6990600': 0.0800772106708138, 'passage_6990598': 0.0784911978646025, 'passage_875172': 0.07554262109939347, 'passage_5831021': 0.07321180472229266, 'passage_6990597': 0.07134841658992663, 'passage_875170': 0.06929322595483511, 'passage_1639026': 0.06841430973093904, 'passage_1679431': 0.06703563748282568, 'passage_1679433': 0.06553859286628513, 'passage_3467969': 0.061559466240056544, 'passage_6099132': 0.059344291127240954, 'passage_4026382': 0.059115648885938954, 'passage_1588459': 0.05894456789923138, 'passage_3467971': 0.0585589499814142, 'passage_507741': 0.05825187272662883}
query_28093	{'passage_4148207': 0.5495454161577884, 'passage_4148210': 0.4909927962437005, 'passage_4148208': 0.4803720286132976, 'passage_4148212': 0.3772855988378889, 'passage_719994': 0.34216792444631744, 'passage_4148213': 0.2799877598561129, 'passage_875171': 0.15426206140939325, 'passage_5831021': 0.09513668566724243, 'passage_6323379': 0.09482356904338139, 'passage_875172': 0.08766197583614808, 'passage_875164': 0.08292729451639567, 'passage_6990600': 0.07634085522643604, 'passage_6990598': 0.07509014101896505, 'passage_1679433': 0.07451195188275736, 'passage_875170': 0.07381430679610489, 'passage_6990597': 0.07380641989230663, 'passage_1679431': 0.07368075336273558, 'passage_1639026': 0.07013171365851813, 'passage_6099132': 0.0695896584936454, 'passage_507741': 0.06890576312893125, 'passage_1588459': 0.06759690281830738}
query_28095	{'passage_4148207': 0.46561198483718935, 'passage_4148210': 0.46346146344821515, 'passage_4148212': 0.34358610382256444, 'passage_4148208': 0.3247590208472485, 'passage_4148213': 0.2546230555169784, 'passage_719994': 0.2364545438098803, 'passage_875171': 0.14436561930339195, 'passage_875164': 0.09464194811097719, 'passage_6323379': 0.09241240317257812, 'passage_6990600': 0.08742084026042207, 'passage_6990598': 0.08705700246305008, 'passage_875172': 0.08306567685166585, 'passage_875170': 0.0809642424130076, 'passage_1639026': 0.07973727312484336, 'passage_5831021': 0.07901986000949991, 'passage_6990597': 0.07619890855028583, 'passage_1679431': 0.0721064228739235, 'passage_1679433': 0.07180413279184145, 'passage_1588459': 0.0678244257950669, 'passage_507741': 0.06661994819015545, 'passage_3467969': 0.06615088070063725, 'passage_6990601': 0.06400511759258619}
query_28098	{'passage_719994': 0.29694408338996686, 'passage_4148210': 0.24389677151395783, 'passage_4148212': 0.23890728056173605, 'passage_4148207': 0.23548513940520022, 'passage_4148208': 0.19978070484812047, 'passage_4148213': 0.18217837398152723, 'passage_875171': 0.08819528763521209, 'passage_6323379': 0.06918785155504023, 'passage_6990600': 0.06505804698741537, 'passage_1679431': 0.06086267473235603, 'passage_4026382': 0.060525907478585945, 'passage_4026380': 0.0583751950814287, 'passage_3467971': 0.05758851181967903, 'passage_2754977': 0.05711544184702854, 'passage_6990598': 0.05682726435441061, 'passage_6845913': 0.05656123754141947}
query_28101	{'passage_4148207': 0.5949595229185456, 'passage_4148212': 0.5388322611412708, 'passage_4148208': 0.44577361444549257, 'passage_4148210': 0.3806884241533997, 'passage_719994': 0.3058923846424414, 'passage_4148213': 0.29926963229497283, 'passage_875171': 0.14199340497593724, 'passage_6323379': 0.09427127516560778, 'passage_875172': 0.08393879355531143, 'passage_6990600': 0.0820751412465937, 'passage_5831021': 0.08066886993646527, 'passage_875170': 0.07941301787710266, 'passage_6990598': 0.07881756809970852, 'passage_875164': 0.07784162199925981, 'passage_1679433': 0.07169722483302594, 'passage_1679431': 0.07107004686999141, 'passage_1639026': 0.06840840477932099, 'passage_6990597': 0.06687380204632891, 'passage_6323377': 0.06288374067473901, 'passage_3467969': 0.061764046513834894, 'passage_6323380': 0.06156002280317682, 'passage_1588463': 0.06012646686689514, 'passage_2545916': 0.059764674765651234}
query_28103	{'passage_4148212': 0.45735590659294, 'passage_4148207': 0.45669074750898914, 'passage_4148210': 0.3024413626967759, 'passage_4148208': 0.27771959073926983, 'passage_4148213': 0.2542511079903679, 'passage_719994': 0.2074816188334224, 'passage_875171': 0.13619817585049315, 'passage_6323379': 0.09761733222068882, 'passage_6990600': 0.09760570135133402, 'passage_6990598': 0.09704893585694449, 'passage_875164': 0.09336942583541949, 'passage_875170': 0.08767270625886486, 'passage_875172': 0.08148959487215819, 'passage_5831021': 0.07338970270632265, 'passage_1639026': 0.07336579478524693, 'passage_1679433': 0.07112473254191885, 'passage_6990597': 0.0696768887863982, 'passage_1679431': 0.06821510119716608, 'passage_4117263': 0.06791970134395355, 'passage_6323377': 0.06653938480755638, 'passage_671063': 0.06461075779150191, 'passage_3467969': 0.062346634526712144, 'passage_1588463': 0.062292218375798195}
query_28106	{'passage_4148212': 0.2724799654271201, 'passage_719994': 0.2660247692642907, 'passage_4148207': 0.21785900936945207, 'passage_4148210': 0.20652974709639688, 'passage_4148208': 0.1819396238138188, 'passage_4148213': 0.18141315183928955, 'passage_875171': 0.07849051044160245, 'passage_6323379': 0.06909822056000132, 'passage_6990600': 0.06233458159523335, 'passage_1679431': 0.05505483872764814, 'passage_4026382': 0.05480044831945126, 'passage_6323377': 0.0546789822834512, 'passage_6323380': 0.0539309051394793, 'passage_6990598': 0.0538830163969011, 'passage_4394705': 0.05320176849162552, 'passage_4026380': 0.052640958853708196, 'passage_875170': 0.05208969607581544, 'passage_6845913': 0.051488208259986276}
query_28112	{'passage_4148207': 0.3532574689309944, 'passage_4148212': 0.31572193302029644, 'passage_4148213': 0.297015367608072, 'passage_719994': 0.270645901112925, 'passage_4148208': 0.25662186626464567, 'passage_4148210': 0.22685090480386705, 'passage_875171': 0.10488415665746777, 'passage_6323379': 0.08946308717733158, 'passage_6990600': 0.07157170445744741, 'passage_6323377': 0.06627452184552703, 'passage_6990598': 0.06564524188384784, 'passage_875170': 0.06548015769872124, 'passage_6323380': 0.06384240853300513, 'passage_875164': 0.062120741405142295, 'passage_4026382': 0.05917213322273358, 'passage_1679431': 0.05785147311888139, 'passage_1679433': 0.05710199904810347, 'passage_4026380': 0.056965918972696525, 'passage_2754977': 0.055349428843844105, 'passage_3467969': 0.05495723970722483, 'passage_2545916': 0.05475434859228005, 'passage_6990597': 0.05392609579519332, 'passage_4394705': 0.0533892947657547, 'passage_6323384': 0.05239818897525348, 'passage_6845913': 0.05048076251608634}
query_28116	{'passage_4148207': 0.4471901772557636, 'passage_4148213': 0.30590130844774555, 'passage_4148208': 0.2681315106277847, 'passage_4148212': 0.2676867895152272, 'passage_4148210': 0.2343367253462625, 'passage_719994': 0.19480328148598844, 'passage_875171': 0.13754927260017943, 'passage_6323379': 0.10117655412653753, 'passage_875164': 0.09096924368478564, 'passage_6990598': 0.08473963864587258, 'passage_5831021': 0.08108534671003916, 'passage_6990600': 0.07774146892171628, 'passage_875172': 0.07227602878343364, 'passage_6990597': 0.06738663926985168, 'passage_6099132': 0.06712291147840965, 'passage_1639026': 0.06689485184485344, 'passage_4117263': 0.06464115630869335, 'passage_1588459': 0.06447195088880893, 'passage_507741': 0.06239484092072843, 'passage_1679433': 0.06234992654329241, 'passage_671063': 0.06065187157105489}
query_28117	{'passage_4148207': 0.6611615892054808, 'passage_4148208': 0.4471322074454154, 'passage_4148213': 0.4139787549996498, 'passage_4148212': 0.35486657793487036, 'passage_4148210': 0.2940054433164979, 'passage_719994': 0.23897092919097415, 'passage_875171': 0.16741055317705072, 'passage_6323379': 0.11482803816193336, 'passage_5831021': 0.10122496009157159, 'passage_875164': 0.09055707954809239, 'passage_875172': 0.08257986472480168, 'passage_6990598': 0.08058252523529606, 'passage_6990600': 0.0755032174871376, 'passage_6099132': 0.07496757180950242, 'passage_1588459': 0.0737845708556118, 'passage_507741': 0.07269339634245096, 'passage_1639026': 0.07027944055630116, 'passage_1679433': 0.06907021952314338, 'passage_6990597': 0.0684672274975411, 'passage_6323380': 0.06604317026633584}
query_28119	{'passage_4148207': 0.46334759709229906, 'passage_4148213': 0.30822262780260695, 'passage_4148208': 0.2753751746883948, 'passage_4148212': 0.27429908380344725, 'passage_4148210': 0.2539437437879341, 'passage_719994': 0.16849233665676347, 'passage_875171': 0.1544074423319462, 'passage_6323379': 0.10894989986227255, 'passage_875164': 0.1050442952148707, 'passage_6990598': 0.09400411937715507, 'passage_5831021': 0.08483893663221681, 'passage_6990600': 0.08436658481474008, 'passage_1639026': 0.07783892925732716, 'passage_875172': 0.07757221089994107, 'passage_1588459': 0.0738166970997454, 'passage_4117263': 0.07229075806545046, 'passage_6990597': 0.07096964925094937, 'passage_507741': 0.07047178667583003, 'passage_6099132': 0.06841817550454883, 'passage_1679433': 0.06663899616534984, 'passage_671063': 0.06630649388709013}
query_28120	{'passage_4148207': 0.4017884707629813, 'passage_4148213': 0.36662586334939407, 'passage_4148212': 0.29882554532041583, 'passage_4148208': 0.2574476716865643, 'passage_719994': 0.25140926431409527, 'passage_4148210': 0.20754646393621923, 'passage_875171': 0.1151133600399618, 'passage_6323379': 0.1013626953440643, 'passage_5831021': 0.06982195526104003, 'passage_6990600': 0.06963813903234503, 'passage_6323377': 0.06927919838362602, 'passage_6990598': 0.0687089176943177, 'passage_875164': 0.06812063748035513, 'passage_875170': 0.065693191485446, 'passage_6323380': 0.06538974765137387, 'passage_4026382': 0.05810339870765875, 'passage_1679433': 0.05781401984795202, 'passage_2754977': 0.057645251378276106, 'passage_6099132': 0.05672426787128632, 'passage_6323384': 0.056397546071915286, 'passage_6990597': 0.056193524506857946, 'passage_1679431': 0.05526402695097661, 'passage_2545916': 0.053896066511894096, 'passage_3467969': 0.05132892884295493, 'passage_5831027': 0.05091943589465385}
query_28122	{'passage_4148207': 0.38495392620740354, 'passage_4148212': 0.32155424087736884, 'passage_4148213': 0.31280404162811315, 'passage_719994': 0.29853096957794667, 'passage_4148208': 0.25977860210658177, 'passage_4148210': 0.24303799340151722, 'passage_875171': 0.11094504358482217, 'passage_6323379': 0.09270857673895007, 'passage_6990600': 0.07066143609521507, 'passage_6990598': 0.06653455475176373, 'passage_6323377': 0.06478933129787837, 'passage_875164': 0.06449958836020697, 'passage_875170': 0.06334149816241913, 'passage_6323380': 0.06253505973257255, 'passage_1679433': 0.05845665110641493, 'passage_4026382': 0.05836611654937136, 'passage_1679431': 0.058138790879477015, 'passage_2754977': 0.05801364607453227, 'passage_4026380': 0.057310277375843335, 'passage_6990597': 0.0567546754095452, 'passage_2545916': 0.055114305140833174, 'passage_3467969': 0.053237731353810554, 'passage_6323384': 0.05203129133771022, 'passage_6099132': 0.05141598227054793}
query_28126	{'passage_4148207': 0.40382782529311967, 'passage_4148210': 0.40132559875771445, 'passage_4148208': 0.2888590178698376, 'passage_4148212': 0.2801347433823818, 'passage_719994': 0.2635809443969016, 'passage_4148213': 0.22357823552000053, 'passage_875171': 0.14858378807553071, 'passage_6323379': 0.0934235896222814, 'passage_875164': 0.0921833402010883, 'passage_6990598': 0.0860925564532245, 'passage_6990600': 0.08607560936948158, 'passage_875172': 0.08555689667199938, 'passage_5831021': 0.0823297189853938, 'passage_6990597': 0.08158978446330667, 'passage_875170': 0.07657976958935772, 'passage_1679431': 0.0744123517908462, 'passage_1639026': 0.07419381018149754, 'passage_1679433': 0.07325457854551522, 'passage_507741': 0.06727401578412194, 'passage_3467969': 0.06727217284593145, 'passage_1588459': 0.06669988802928171}
query_28132	{'passage_4148207': 0.4013354294572707, 'passage_4148210': 0.36509047899016533, 'passage_4148212': 0.3076873192282395, 'passage_4148208': 0.28392859915078855, 'passage_719994': 0.2696938777669796, 'passage_4148213': 0.2445922439539305, 'passage_875171': 0.12498295538043865, 'passage_6323379': 0.08592185749427286, 'passage_875164': 0.08225306708075109, 'passage_6990600': 0.0800772106708138, 'passage_6990598': 0.0784911978646025, 'passage_875172': 0.07554262109939347, 'passage_5831021': 0.07321180472229266, 'passage_6990597': 0.07134841658992663, 'passage_875170': 0.06929322595483511, 'passage_1639026': 0.06841430973093904, 'passage_1679431': 0.06703563748282568, 'passage_1679433': 0.06553859286628513, 'passage_3467969': 0.061559466240056544, 'passage_6099132': 0.059344291127240954, 'passage_4026382': 0.059115648885938954, 'passage_1588459': 0.05894456789923138, 'passage_3467971': 0.0585589499814142, 'passage_507741': 0.05825187272662883}
query_28137	{'passage_719994': 0.39683249558946726, 'passage_4148207': 0.3908889766916482, 'passage_4148212': 0.3804424657310772, 'passage_4148208': 0.33064870865678364, 'passage_4148210': 0.3261510394927547, 'passage_4148213': 0.26072467995514675, 'passage_875171': 0.12467243901650282, 'passage_6323379': 0.09092989521877423, 'passage_6990600': 0.0733964064982182, 'passage_5831021': 0.07207493544825051, 'passage_1679431': 0.07078130142331188, 'passage_1679433': 0.06891391005337622, 'passage_6990598': 0.06574947209421293, 'passage_6323380': 0.06546702639171673, 'passage_875170': 0.06483082698676286, 'passage_6323377': 0.06446372648534962, 'passage_875164': 0.06434191459513906, 'passage_4026382': 0.06274397919469546, 'passage_2754977': 0.06259168703764707, 'passage_6990597': 0.06210118353462976, 'passage_2545916': 0.06188311695593196, 'passage_4026380': 0.061132353813659356, 'passage_3467969': 0.06069200423501435, 'passage_3427791': 0.05813917770597252}
query_28148	{'passage_4148207': 0.5316523146710052, 'passage_4148213': 0.33867500453427396, 'passage_4148208': 0.33521931805427907, 'passage_4148212': 0.3328058337415036, 'passage_4148210': 0.28524897042062736, 'passage_719994': 0.24995992223982613, 'passage_875171': 0.13997844339409998, 'passage_6323379': 0.09905775833341572, 'passage_875164': 0.0862101894546067, 'passage_6990598': 0.0841559648058342, 'passage_6990600': 0.08246388150421859, 'passage_5831021': 0.07779551285735863, 'passage_875172': 0.07535665873324202, 'passage_1639026': 0.06981980271870583, 'passage_6990597': 0.06753767745899882, 'passage_1679433': 0.06512565949665836, 'passage_1679431': 0.06350988386458342, 'passage_6099132': 0.06284106109099435, 'passage_1588459': 0.06259460890453852, 'passage_6323380': 0.06256504413092896, 'passage_507741': 0.061312775986061864}
